iso3_country,sector,subsector,start_time,end_time,gas,emissions_quantity,emissions_quantity_units,temporal_granularity,created_date,modified_date
AGO,buildings,other-onsite-fuel-usage,2018-01-01 00:00:00,2018-12-31 00:00:00,co2e_100yr,13446.996717000002,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 15:13:08.504777
AGO,buildings,other-onsite-fuel-usage,2018-01-01 00:00:00,2018-12-31 00:00:00,co2e_20yr,13554.85961,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 15:13:08.504777
AGO,buildings,other-onsite-fuel-usage,2018-01-01 00:00:00,2018-12-31 00:00:00,n2o,0.115691,tonnes,,2023-10-06 14:56:33.428328,
AGO,buildings,other-onsite-fuel-usage,2019-01-01 00:00:00,2019-12-31 00:00:00,ch4,1.962688,tonnes,,2023-10-06 14:56:33.428328,
AGO,buildings,other-onsite-fuel-usage,2019-01-01 00:00:00,2019-12-31 00:00:00,co2,13601.42776,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 15:13:01.79855
AGO,buildings,other-onsite-fuel-usage,2019-01-01 00:00:00,2019-12-31 00:00:00,co2e_100yr,13687.589689,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 15:13:01.79855
AGO,buildings,other-onsite-fuel-usage,2019-01-01 00:00:00,2019-12-31 00:00:00,co2e_20yr,13797.382456,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 15:13:01.79855
AGO,buildings,other-onsite-fuel-usage,2019-01-01 00:00:00,2019-12-31 00:00:00,n2o,0.117761,tonnes,,2023-10-06 14:56:33.428328,
AGO,buildings,other-onsite-fuel-usage,2020-01-01 00:00:00,2020-12-31 00:00:00,ch4,1.486481,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 15:12:54.391513
AGO,buildings,other-onsite-fuel-usage,2020-01-01 00:00:00,2020-12-31 00:00:00,co2,10301.31346,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 15:12:54.391513
AGO,buildings,other-onsite-fuel-usage,2020-01-01 00:00:00,2020-12-31 00:00:00,co2e_100yr,10366.5699865,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 15:12:54.391513
AGO,buildings,other-onsite-fuel-usage,2020-01-01 00:00:00,2020-12-31 00:00:00,co2e_20yr,10449.7237336,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 15:12:54.391513
AGO,buildings,other-onsite-fuel-usage,2020-01-01 00:00:00,2020-12-31 00:00:00,n2o,0.0891889,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 15:12:54.391513
AGO,buildings,other-onsite-fuel-usage,2021-01-01 00:00:00,2021-12-31 00:00:00,ch4,1.55562,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 15:12:47.837494
AGO,buildings,other-onsite-fuel-usage,2021-01-01 00:00:00,2021-12-31 00:00:00,co2,10780.44431,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 15:12:47.837494
AGO,buildings,other-onsite-fuel-usage,2021-01-01 00:00:00,2021-12-31 00:00:00,co2e_100yr,10848.736028,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 15:12:47.837494
AGO,buildings,other-onsite-fuel-usage,2021-01-01 00:00:00,2021-12-31 00:00:00,co2e_20yr,10935.7574108,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 15:12:47.837494
AGO,buildings,other-onsite-fuel-usage,2021-01-01 00:00:00,2021-12-31 00:00:00,n2o,0.0933372,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 15:12:47.837494
AGO,buildings,other-onsite-fuel-usage,2022-01-01 00:00:00,2022-12-31 00:00:00,ch4,1.451912,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 16:28:28.592487
AGO,buildings,other-onsite-fuel-usage,2022-01-01 00:00:00,2022-12-31 00:00:00,co2,10061.74803,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 16:28:28.592487
AGO,buildings,other-onsite-fuel-usage,2022-01-01 00:00:00,2022-12-31 00:00:00,co2e_100yr,10125.4869615,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 16:28:28.592487
AGO,buildings,other-onsite-fuel-usage,2022-01-01 00:00:00,2022-12-31 00:00:00,co2e_20yr,10206.7069188,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 16:28:28.592487
AGO,buildings,other-onsite-fuel-usage,2022-01-01 00:00:00,2022-12-31 00:00:00,n2o,0.0871147,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 16:28:28.592487
